review_id,category,parent_asin,rating,title,text,timestamp,label,generator
Toys_and_Games_AHMGP6Y6LRNQVT2INKZHGHTH7YOQ_1595905724709,Toys_and_Games,B0832KKKQX,5.0,Great durable floaty,"Wow, easy to inflate and super durable, I have two boys who are rough in the pool and the floaty has held up great, and looks great!",1595905724709,0,human
Home_and_Kitchen_AHMJFHQHR2OPAWJKGQXC3R3J6VAA_1616435309755,Home_and_Kitchen,B07R8WCZRQ,5.0,Must have,I have 9 grills and these are invaluable<br />I’ve actually used them to move like charcoal around (which probably no what they’re intended for<br />Very good for handling cast iron cookware on grill,1616435309755,0,human
Books_AHBHKRL7HHDU3UVSSUK4YL2YTQ6A_1661379266165,Books,1789190959,4.0,Good general country knowledge,"Great for learning about  country,  not to get a better idea of what to do or where to go.  Some helpful general knowledge when visiting.",1661379266165,0,human
Home_and_Kitchen_AGOLMT3QETKYNESRYKBA6D7XXS7A_1601261829135,Home_and_Kitchen,B089Y55HMB,5.0,Great big vase,"This is a great vase, it is really large and the color is gorgeous. The glass is nice and thick so it definitely feels pretty sturdy. I think it would look nice with a big bouquet of flowers or with a large candle in the middle",1601261829135,0,human
Home_and_Kitchen_AF4I3JH327VEE36B2QZT7R7Y6LJQ_1582392596300,Home_and_Kitchen,B01N5VABGC,1.0,You might be better off at dollar store!,"Two out of the three decorations were great! However the pot of gold, was broken off on top and the Y on St. Patrick’s Day was missing. Was not worth my time To return it.",1582392596300,0,human
Toys_and_Games_AHU7BVNK7DAPKOMQET2H3NZNCPUA_1609444832246,Toys_and_Games,B07VC3ND6Z,5.0,Perfect little cars!,These are super detailed little model cars.  They come in a plastic clamshell package.  A nice storage box is included inside the packaging like Matchbox cars once were.  Very happy to have them in my car collection.,1609444832246,0,human
All_Beauty_AE7VQHCQHX5KYBDZZKLDPSDU6D5Q_1614037413976,All_Beauty,B08R8GDRR6,5.0,LOVED THEM!!!,"First time ever ordering lashes from Amazon!! I will be buying more from this brand, they are not heavy on the kids and look BEAUTIFUL! I am impressed with the quality for the price- usually you get what you pay for, but these are great quality for cheap price!!! Love love LOVE. 10/10 recommend buying if you're looking to buy cheap and long lasting reusable lashes.",1614037413976,0,human
Sports_and_Outdoors_AG2J3OKUV3H34RBR6TLSX56FK5JQ_1578718724341,Sports_and_Outdoors,B08XXQSHH6,2.0,Bottle da,"Disappointed that it came banged up even in the bubble wrap, which makes me think it was damaged before it was packaged in the box.",1578718724341,0,human
Toys_and_Games_AG7LPKTTRIUMES22AOCJEMTFISDQ_1546825292338,Toys_and_Games,B078XLTY6B,1.0,Missing pieces,"I have bought my last Ravensburger puzzle.  There are obvious quality problems with them as you can see by reading recent reviews.  I have three of them, one is not opened yet and the other two have had missing pieces.  I'm not alone in finding this problem based on reviews I went back and read.  A 2 out of 3, or a 66% failure rate, is completely unacceptable.  Beautiful puzzles but not so lovely when it can't be finished or kept.",1546825292338,0,human
All_Beauty_AG4BKEGC6TSM5T3RKFQXN356ID3Q_1522102281098,All_Beauty,B00VB5N93I,3.0,The reason I'm giving this product to 3-star rating is ...,The reason I'm giving this product to 3-star rating is because I should have read more closely before I ordered it but it needs to have some type of cardboard liner that will make it stand upright. but definitely a quality product besides that.,1522102281098,0,human
Electronics_AFV4YM34LXMIUUYRIZVUHHWYG62Q_1602496977535,Electronics,B07TFH7DNF,5.0,Great quality product,"I got this for my daughter's first tablet. It works wonderful. The screen is bright without being overpowering, it's simple to navigate, and is able to adjust as she grows (as far as settings and changing the apps). I love the pink case, as does she. It has the little kick stand so she can put it on her table, sometimes she will have a cartoon on while she colors. The only thing I wish was different is the volume does not get very loud, which I guess could be good for certain situations where hearing children's games/cartoons wouldn't be ideal. But I let her use my headphones when she wants them since she loves her music. I've had no issues downloading or running apps for her.",1602496977535,0,human
Toys_and_Games_AFHDPP4J6JWNAEVEGCSPQRYYOG7A_1453226893000,Toys_and_Games,B00V0EX7YG,5.0,My 9 year old son loves this. It is ...,My 9 year old son loves this. It is durable - has withstood hours of rough play with my children and the figure itself is very detailed. My son loves playing with this.,1453226893000,0,human
Sports_and_Outdoors_AFANZ4RBHQRXSJZABAXMX22IS7SQ_1528644710803,Sports_and_Outdoors,B0BMZ8N475,5.0,Very well made pier cleats. I bought them to ...,Very well made pier cleats.  I bought them to practice knot tiring for my beginners sailing class.  They have been extremely helpful.,1528644710803,0,human
Sports_and_Outdoors_AEVEV437MFIBGYDSQKPT6JE7UDAA_1614194939822,Sports_and_Outdoors,B08PRV34BS,4.0,comfortable,"these leggings are super soft! I ordered an XL and the label says ""plus size"" so a little confused however, they still fit very well. being pregnant, they feel very comfortable also. the material is not that thick so not sure how long they will last, but they definitely are comfortable.",1614194939822,0,human
Home_and_Kitchen_AHEDOCXYK2TND5GE4UNQB2JS3AVA_1607711687457,Home_and_Kitchen,B092D8PC62,5.0,Loved it!,"We had a cabinet full of spices. They were hard to get to, so I put the two magnetic spice racks on the side of my refrigerator. WOW! No more hunting for the right spice and stretching to get into that cabinet.",1607711687457,0,human
Sports_and_Outdoors_AEAONDAIK53QFZDSG2D7OXJHVNVQ_1596742897463,Sports_and_Outdoors,B0BMSDD7FK,5.0,Happy,"I've decided to stop buying smaller bottles of water, trying to cut down waste. I get the 1 gal spring water and fill these up. They came just like the photos online, beautiful colors, easy to hold and open to drink. I find that I drink more water with a flip lid rather than having to unscrew. I am happy with these!",1596742897463,0,human
All_Beauty_AGTU4ZWZKYB35FXPND7RYMMAIP3A_1622788619184,All_Beauty,B091DJ9G4N,1.0,Texture,The hair texture isn't what you would expect if you're looking for 4c texture. It's straight just like you see in the picture. Otherwise it's a good purchase,1622788619184,0,human
Office_Products_AFRAYUXFNMTIU4D7FVBE7ADENSRQ_1615584969374,Office_Products,B08C9BM7CK,5.0,Love Thes Greeting Cards,I love the pop-up cards.<br />My friends and family say pop-ups always make them smile.<br />These cards will probably get rave reviews from recipients.<br />I bought 3 packages of them and am sending out all<br />24 for this Easter/Spring holiday greeting season.,1615584969374,0,human
Toys_and_Games_AEHTOGJ2OJ5TIFG2EFMWXHXYASCA_1530581129237,Toys_and_Games,B003AVIO4K,4.0,Good overall.,Our son received this tricycle when he was about 10 months old. It's great except there is no place for a small child to rest their feet. His feet kept dragging on the ground every time we went for a walk. He started reaching pedals when he was about 2 y.o. If there was a footrest it would be a five star product. We've used it through all the stages so far and enjoyed it.,1530581129237,0,human
Pet_Supplies_AHTH5A37THCU5TGA3JQHF3QQCJFQ_1588251192244,Pet_Supplies,B00ZK10CPM,1.0,Not for the aggressive chewer,I have a six month old aggressive chewer Lab. He had this toy destroyed in less than 2 hours. I would not recommend this toy for aggressive chewers.,1588251192244,0,human
Office_Products_AHZIVMF5ZUSVX5PITGZCXE3QTQ3A_1368059273000,Office_Products,B014HX78HI,4.0,"Multi-functional, useful but not inexpensive","The Fellowes I-Spire Series Document Lift is a multi-functional item:<br />1) Document holder<br />2) Dry Erase board<br />3) Clipboard...in a pinch<br /><br />The document board/dry erase board can be set into the stand in landscape or portrait positions.  The stand has some weight to it, so it can hold up a fair number of pages clipped to the board.  The number of vertical positions are somewhat limited, so I would not recommend this for extended period use.<br /><br />The overall quality of the device is good.  You can tell it is not inexpensive when you pick it up / start to use it.<br /><br />If you are just looking for a document holder, then you should look for another item. But, if you want something in your home office that can be used for several things, then this would work for you.  If you want to use it to leave messages for people, the board is large enough for that.  Note: It does not come with a dry-erase pen or eraser.  You will have to pick that up seperately.",1368059273000,0,human
Books_AGA5GVHJAS7SLM43D7AD6R4ZHV5A_1554394447397,Books,1250080401,4.0,RF,"I was totally engrossed. I found the romanticizations that some readers complained about were nonetheless fully credible. I can well imagine intense stereotyping, in the midst of intense wartime stresses (something I have no experience of), was pervasive. The life of de Jongh seems a testament to that. And in any case, Isabelle’s romance made a sweet subplot. I was however a bit surprised to find no acknowledgement of pro-fascist, anti Semitic feeling among the French themselves.",1554394447397,0,human
Home_and_Kitchen_AEUQIFUCRSVYBMSXRKMWQXAAHZBA_1549666507443,Home_and_Kitchen,B01IBZ9FCE,5.0,Just what I needed!,"Pefect for the cloud, unicorn, rainbow, airplane birthday theme I had to come up with for my kids joint birthday party! Lol<br />The cupcake papers are sturdy and have different slots to adjust them to the size you need. (Bigger or smaller cupcakes)",1549666507443,0,human
Office_Products_AH5RP72S7EOXYWPVIF5NJXGNICIA_1355407347000,Office_Products,B004WL0L9S,5.0,Perfect!,"Superb quality product, nicely priced, well packaged, arrived quicker than expected. Could not be happier. (here is 5 more words)",1355407347000,0,human
Home_and_Kitchen_AH3WO3NS5CZECQNAL2SLICTVOARQ_1231873869000,Home_and_Kitchen,B001BCSWWO,5.0,GREAT Vanity!!,"I bought this product for my wife for her Birthday. When the product arrived, it had a broken top piece.  The company replaced the item.  My wife uses this everyday now to put on her makeup. Lots of storage for makeup, brushes and jewerly.  She really loves it! Great Product!!",1231873869000,0,human
Office_Products_AEDGXYL5QMHWUEECKOIMN22CLKWQ_1596583547865,Office_Products,B07TVDSJK7,5.0,My Favorite Fountain Pen,"I have tried lots of fountain pens and this one has been by far my favorite. It writes smoothly, not too thin, not too thick, holds PLENTY of ink (easily refilled with eyedropper!), and is easy to grip. Going to buy another as soon as I can!",1596583547865,0,human
Books_AH2QKC3SYAHXM4HCBDCMHDWTGBMA_1045804616000,Books,0972392807,4.0,The Four Agreements Especially for Women,"For women who have been inspired by &quot;The Four Agreements&quot; by Don Miguel Ruiz, this concise work provides a blueprint that is soothing and empowering.  Zoe Nicholson has written a poetic piece that speaks from the heart to help all women find their spirtual center.",1045804616000,0,human
Pet_Supplies_AF7HPU2Q6C4HMQI7PRSXQH6PFIEA_1418364544000,Pet_Supplies,B07JJYXWCZ,5.0,Quality and easy to put together,THE GREATEST STAIRS..THESE ARE VERY STABLE AND NON SLIP. I HAVE A LITTLE DOG (10lbs) who was scared to death of stairs. With these he can't see between the stairs and they don't move under his feet and the treads keep him steady. They must make him feel secure...he uses them all the time.,1418364544000,0,human
Toys_and_Games_AGS4E5LPOLOMLBNGM4WRKSPRCSRQ_1520870430417,Toys_and_Games,B00UB9KI7A,2.0,Cute but definitely not for a kid. Bought for ...,Cute but definitely not for a kid.  Bought for my son and it could barely fit me when I put it as tight as it'd go.  Also appeared to have bite marks on the belt latch - very strange.,1520870430417,0,human
Office_Products_AGS3TVJMHUVIHN4JQRW3QUEFFVZQ_1636758777014,Office_Products,B0BXLF7B6P,5.0,Perfect food rest,"I'm 5''3' with short legs, and I can never comfortably rest my feed on the floor when sitting in chairs. Since I work from home, I sit all day long in front of my PC, and this eventually causes a lot of discomfort and strains in my body. This is a very comfortable foot rest and cozily stays under my happy feet and legs. Another big plus that I didn't expect was how it keeps my feet warm! Very happy with it.",1636758777014,0,human
All_Beauty_AGV4GEIO7B334LYCTNOJYZW4GGRQ_1511207002285,All_Beauty,B076HXW79G,5.0,So far this has been great for my beard,So far this has been great for my beard.  It has a great smell and doesn't dry out the beard like regular hair shampoos.,1511207002285,0,human
Electronics_AEHFMZIVF3UYIYDVDWOOGYDJYBNQ_1455643694000,Electronics,B00CWEJFE4,4.0,BETTER SAFE THAN SORRY!!,"Just got my new Forerunner 220 so I have not needed to use this protection plan, but I am so glad I got it.  We will see it its worth the money",1455643694000,0,human
Home_and_Kitchen_AE7PR6JUE7EWL4AIMFB2MFOBHQ5A_1595917650219,Home_and_Kitchen,B0BRNBRNZP,5.0,nice,"This is exactly what i wanted ! No funny smell! Memory foam but, not hot and doesn't cause him to sweat! He slept on it quit a few times and it didn't cause any sag at all! Its thick,soft but, firm and ,nice!",1595917650219,0,human
Home_and_Kitchen_AGFIKY3VOTO562OHER2MKTHN3I2Q_1595157305541,Home_and_Kitchen,B019XE6R28,3.0,Good scent - expensive,"Excellent scent. I purchased these for a dresser and I knew they would not begin to cover the drawer area, but the scent is wonderful. I used these underneath  another unscented drawer liner. They are a bit overpriced for what they are.",1595157305541,0,human
Electronics_AF5WJMUJ4T7JHX3E4VF4U7BVTRWQ_1452282464000,Electronics,B00R92CLD6,5.0,EXCELLENT product that actually works !!!,"Easily installed this product to help boost my WIFI signal throughout the house.  IT WORKS !!!<br />I was very pleased to see that my WIFI signal strength increased and went from &#34;good&#34; to &#34;excellent&#34;.<br />Great deal on AMAZON - good fair price, NO tax, FREE super fast shipping.<br />You cant go wrong with a NETGEAR product",1452282464000,0,human
Sports_and_Outdoors_AGXARB4KKXOV3ZZAOZY5CLWYFVGA_1587915787345,Sports_and_Outdoors,B0BB9HB67L,1.0,These cancel no noise whatsoever,"The one thing this product has going for it is that it's cute. I ordered mine in purple and they look super cute on my head. Otherwise, this product sucks. It cancels out zero noise. I'm currently quarantined with my deaf, elderly in-laws and these headphones did nothing to cancel out the sound of WWII movies, online mah jongg and constant shouting on the phone. I could still hear everything that was being said verbatim. They are tight on my head and give me a headache after wearing them for more than 10 minutes. Don't bother.",1587915787345,0,human
All_Beauty_AH7KYIG7IYWJR534U5LZFU4HIR5A_1602780968636,All_Beauty,B08618VV21,5.0,This spray bottle works very well,"This spray bottle works very well, I use it for alcohol disinfection, for skin care products, very practical, and label paper classification!",1602780968636,0,human
Home_and_Kitchen_AFIPCRVGDN4XP3SNCXF4BWGJ5QYA_1634769766397,Home_and_Kitchen,B0C6DV3TVK,1.0,Junk don't buy,Piece of junk don't waste your money super thin and does not clip in like it's supposed to. Metal bends when you try to connect them.,1634769766397,0,human
Toys_and_Games_AEALVNZVTH3MOQLQCAXNAECCJEAQ_1616991746509,Toys_and_Games,B075LQT4TZ,4.0,Foams too hard,The tires themselves are great. A bit narrow but scale considering their size. My only gripe is that the foams are way too hard!! I put them on. 10+lb TRX4 and no give... so for now I threw them on a Capra. I suggest planning on buying new foams.,1616991746509,0,human
Sports_and_Outdoors_AEFXIEMLUG7X4IVK2NH6HKDNDZJA_1618328302524,Sports_and_Outdoors,B0C6LGB51G,5.0,Fits well even with long hair.,I really liked how I could stretch it to an extreme to get all of my long hair tucked in and it resiliently goes back to shape. I haven't swum in chlorine so determine its durability but it seems to do well in saline pools.,1618328302524,0,human
All_Beauty_AFKZ4RQ6KLWNQ2DD5H3HD6YULOAQ_1318607346000,All_Beauty,B002HZWFPY,5.0,works great!,My teen-age son uses this daily. He has dry and oily hair. It helps to minimize his split ends. Recently the local salon quit carrying it so I was really glad that I could find it on Amazon. Yeah! I am so glad that he can keep using it as it works the best for him.,1318607346000,0,human
Pet_Supplies_AE4PGC5GZ3CBUVXJIMTWVKWORN2Q_1634348352389,Pet_Supplies,B01J64NQ4M,5.0,Cat approved,"I've been looking for mice like these for my cat since her favorite mouse from years ago could no longer be salvaged. I've bought so many different kinds over the years, but she didn't like any of them. Thought I found a replacement with these, and I did. She loves them",1634348352389,0,human
Books_AFUWQ25BAP473NBFHWPTUAI22SOQ_1366149527000,Books,1300328657,5.0,One of the best,I collect hypnosis script books for new and refreshing ideas for myself and for my clients. The Big Book of Hypnosis Scripts is one of my favorites and its one of a few that I turn to first for stimulating my thought process. I highly recommend Richard Nongard's Big Book of Hypnosis scripts.,1366149527000,0,human
Office_Products_AGAVL64EPIF3JVBY4DXNKW62BZHA_1438901615000,Office_Products,B007RE3OXC,5.0,Great Gift!!,Fantastic product! My hometown was even on the map!! Would recommend to any traveler or as a gift to a traveler!!,1438901615000,0,human
All_Beauty_AE3NBEN337N5GSKJRYTTSGVJGOXQ_1617823039136,All_Beauty,B01NGT7IQH,1.0,It's a vent clip not a visor clip,It says on the top that it is a visor clip it is not it is a vent clip so I was a little disappointed but it is pretty,1617823039136,0,human
Home_and_Kitchen_AE6XWL3UULKM77TJUSY42DOFJSRA_1578332922153,Home_and_Kitchen,B0BY1P2RQ1,5.0,"simple, sturdy, efficient","I have been reading about the environmental impact of micro plastics in bagged teas and my family decided to make the switch to loose leaf. We bought these to use in our glass pitchers because we always keep a pitcher of peppermint and a pitcher of black tea in the fridge. We’ve been using them for a little over a month now and I’m so glad we made the switch.<br />I fill these almost to the top to do a half gallon of tea. They are used daily in our home and look exactly like they did when we unboxed them. The lid screws smoothly on to the base and I never have to fiddle around with to get the threads to line up. We’ve had zero issues with tea leaves in the tea and they clean up really easily and well. I also like the chain with the hook that fits over the lip of our pitchers. We’ve also used these to make cups of hot tea and they work just as well to make a mug as they do a pitcher. Overall this is one of my favorite recent purchases.<br />As a bonus, the financial impact of buying bulk organic loose leaf tea vs tea bags is super helpful.<br />So its a win for the environment and a win for my pocketbook.",1578332922153,0,human
Electronics_AHFRAA37R434ACHBJPC6M7PXVQPA_1356731006000,Electronics,B0082GX3Q2,5.0,Great price great quality,Just have my samrt ipad case. This is my  4th case. And the best one. Defenetly recommend it. Fit perfectly for ipad 2,1356731006000,0,human
Books_AH35UV6ROOEQ5Q5PQHDI3I23VQJQ_1494270694000,Books,B000FC0POO,2.0,Did not hold my interest,A book that you can put down and finish later; can stop reading without any hesitancy. Would not recommend to others.,1494270694000,0,human
Books_AGMKAHMS5A5HUDKBHWVAIHX3MLXA_1404955179000,Books,1594204489,5.0,Open your eyes and embrace the wild alaskan salmon,"If you have a liking for fish and seafood, and believe that fish is healthy, open your eyes to the mysterious world of international seafood commerce, the threats and abundance, the politics and economics and environmental impact.<br /><br />The stories of New York Oysters and river pollution, Louisiana Shrimp and the petroleum industry, and Alaskan Salmon and the Pebble Mine are described well enough so you learn... depressing, but not despairing; the author finds hope, especially in the local food movement and the reconnection between fishermen and consumers, and it's not all going the way of Big Business.  Not quite.<br /><br />For myself, I want to really notice imported fish and seafood and avoid the imports... track down a real fishmonger... and eat more of that alaskan salmon!",1404955179000,0,human
Electronics_AFJ3HAQZCN4BAPWA5UH5HKSXXOWA_1499784400230,Electronics,B07GZWCQV4,4.0,"good quality, used every day","made well, works well. having used both, I would spend the little extra for the LXT600VP3, much easier to use with the volume/power knob",1499784400230,0,human
Pet_Supplies_AHVF6KLNBWFJHRRMWSOVGTSU7IRA_1453510642000,Pet_Supplies,B09B352XF5,5.0,My cats kept knocking the water container over and the ...,My cats kept knocking the water container over and the dogs would get a drink and  dribble all over the floor. This was just the ticket to stop both problems. It is high quality and looks very nice,1453510642000,0,human
Home_and_Kitchen_AELMYART2D2NOAI73CM56D3DI3VQ_1424615089000,Home_and_Kitchen,B00COC83HY,4.0,mounted inside cabinet,"Did not want to place it on the wall, it fit perfectly inside my cabinet using smaller screws and now the lids are in perfect order. Good choice.",1424615089000,0,human
Pet_Supplies_AGYS2NKKUUGAXSSY5BMMCDJNBJCA_1499914252995,Pet_Supplies,B08RB29TVC,5.0,One of my favorite tank accessories for my Leopard Gecko!,Absolutely perfect for my leopard gecko.  It is a great moist hide and very roomy for him to hide in.  I use eco earth inside to help him shed easier.,1499914252995,0,human
Electronics_AE666K3VHDK5JZ2SRQHJOTAZCHKA_1611106293349,Electronics,B08VD2NX25,5.0,Great wireless headphones for the price,"The headphones sound good, not as great a the more expensive ones but definitely it worths the price noise cancellation works good to isolate white and environment noise and it does a decent job at attenuating people's talking, in terms of sound quality it is decent, the bass is good, I think it was a great buy overall.",1611106293349,0,human
Pet_Supplies_AHWTZ4K7KK3I3KQBWQO7LUGLB6QQ_1582732943048,Pet_Supplies,B084B5M6D3,5.0,Great for senior pups and picky eaters,My dog is 17 so he needed something a bit softer and  He’s very picky too but he likes this food. He now has very little teeth so I add water and blend it for the right consistency. It’s perfect for Pickle.,1582732943048,0,human
Electronics_AGTKK3AGW5B6NM6R3R4UFOVJOFIA_1642585141348,Electronics,B0BXRWM5LJ,4.0,No strap was included...,No strap was included and no cushion inside. It was purchase for a 8 year old. I would have like a more crushing bag in case its dropped.,1642585141348,0,human
Office_Products_AG6E2QFCF4LVDASOPWUGNKA6QSYA_1464531299000,Office_Products,B09BDXNH6P,5.0,I just love this pen,"I just love this pen!  I thought I had lost it and went online to find a replacement, then later in the day, I found my &#34;lost pen&#34;.  I decided to keep the second one instead of canceling the order.  The color is a deep, claret red rather than a fire engine red.  This is my favorite red which was the major selling point for me when I purchased the first one.  The weight of this pen is a heavier than more cheaper pens, the writing is very smooth and never skips like so many others have done.  After buying many lesser costly pens (around $10-$15) and never being able to find the right refill, I decided that I can always get a refill for a Cross pen.  After purchasing this &#34;second&#34; pen, I doubt I will buy another for a very long time.",1464531299000,0,human
Electronics_AG6TOWEMDAHTJE4QNSL2SWHR6BZA_1396779585000,Electronics,B07KFQFDNB,4.0,Lots of stuff in one kit,"Nice kit, everything was included that is in the photo, and they look like they will work for awhile. They are plastic and cheaper items but appear to be solid. I would recommend watching a couple of videos on how to clean your camera on youtube plus looking at your camera's manual. You never want to touch your sensor the square, behind your glass that is at an angle, that's under your lens.  Messing with that sensor could spell disaster.  Leave that part to the professionals.",1396779585000,0,human
Electronics_AFT2JI3KXEUWC2H57YG3NTWMT5RQ_1619330779831,Electronics,B088LHXTLN,5.0,It works great!,Had to use for work purposes and it was great. I did not have to use often. I love the slide cover which is why I purchased this one over others. I'm so happy that I did. If for some reason I needed another Webcam again. I would purchase this one again.,1619330779831,0,human
All_Beauty_AHOUM2PNCVWEQYE7YSOMBNKXGJTQ_1447347737000,All_Beauty,B00T4JR96Q,5.0,I received this in my boxycharm and love it so much that i bought it,I received this in my boxycharm and love it so much that i bought it. i have oily hair. I don't use it on the roots but it makes my hair so soft and the smell doesn't bother me in the least.,1447347737000,0,human
Pet_Supplies_AHT7WFXXJLN2DV7TRERLG3QRHMPA_1529246141197,Pet_Supplies,B0C4D5B5J1,5.0,Great collar,"This quick snap collar has made a huge difference in the ease of putting my dog's collar on every day!  With her long fur, the original collar kept getting tangled in it....ugh!  This has helped tremendously! It's a quality collar and very durable.",1529246141197,0,human
