review_id,category,parent_asin,rating,title,text,timestamp,label,generator
Office_Products_AGP3P2WZPKLLOIUAVHICPDLKZLLQ_1565541635968,Office_Products,B07PYV9JLY,5.0,Great Quality and Value,Really love my planner!  It’s a all in one product- works as a planner but it also has a section for notes and bill/docs storage. I’ll definitely buy it again.,1565541635968.0,0,human
gpt5mini_B0BSXDB363_42,Toys_and_Games,B0BSXDB363,5.0,Cool toy,"My kids love this cool toy — sturdy, fun, and keeps them entertained for hours. Great value and fast shipping. Highly recommend!",,1,gpt5mini
qwen_B08HLTMC3K_42,Home_and_Kitchen,B08HLTMC3K,1.0,"Arrived frayed on one edge, twice!","Terrible quality control. I ordered this rug and it arrived with the edge already frayed and shredded. I thought I got the wrong item, so I returned it and ordered a replacement. This second one arrived with the exact same defect! Completely unacceptable for the price. Waste of time and money.",,1,qwen
qwen_B001T88N0G_42,All_Beauty,B001T88N0G,5.0,Great for feet!!!!,"I was skeptical about trying this at first, but it completely changed my routine. My feet have never felt so soft and hydrated. The texture is gentle yet effective, and it absorbs quickly without leaving any greasy residue. I use it every night after a long day, and the results are visible within a week. Highly recommend this for anyone struggling with dry, cracked skin. It is truly a game changer for foot care.",,1,qwen
gemma_B0BLT8NL4S_42,Sports_and_Outdoors,B0BLT8NL4S,5.0,Great balls and good price!,These are great balls and a really good price. They hold up well and perform exactly as expected. Highly recommend.,,1,gemma
Toys_and_Games_AGVJCDGK56BIJXFRQCOQMNEAUFTA_1585678002566,Toys_and_Games,B0C72PT9MG,4.0,This game hits the mark and slays the dragon,"I think - for what it aims to be - this game hits the mark. It is a relatively simple game, that allows me to play a fun game with my kids. Kids can quickly understand the rules, and enjoy playing right away. There is enough ""strategy"" that a child has to to think about ""what"" and ""why"" to play a card - and that's exactly what I was hoping for.<br /><br />The cards are bright and fun, adding to the enjoyment.<br /><br />The small pieces (chits to mark hit points) are a little less-than-ideal. They seem easy to lose.<br /><br />Overall, though, this game is what I want it to be!",1585678002566.0,0,human
Toys_and_Games_AFL4HZO2U4OZUSTA2GGKZGEOML6A_1617712463972,Toys_and_Games,B086SKYN72,4.0,Great for Dino lovers!,"My kids love creating different tracks with this set, and the dinosaurs add to the fun! We did have issues with the cars slowing down, but the company was great with sending out replacements.",1617712463972.0,0,human
gpt5mini_B08GG8S8T3_42,Toys_and_Games,B08GG8S8T3,5.0,Great puzzle for boys!,"My son loved this puzzle — bright pieces, sturdy cardboard, and just the right challenge for his age. It held his attention, helped with problem-solving, and still looks new after several uses. Great value and highly recommend for active kids.",,1,gpt5mini
qwen_B07D4PFTM8_42,All_Beauty,B07D4PFTM8,5.0,Easier than I expected.,"Honestly, I wasn’t sure if I could handle this myself, but it was so much easier than I expected. The instructions were clear, and I saw results immediately. My skin feels amazing. I am genuinely surprised by how simple this process was. Highly recommend.",,1,qwen
qwen_B00MFU7844_42,Home_and_Kitchen,B00MFU7844,5.0,"Excellent value, quality construction","I am genuinely impressed with this item. The build quality feels solid and durable, definitely not cheap plastic like some other options. It fits perfectly in my kitchen and looks sleek. For the price, it offers incredible value without sacrificing performance. I have used it daily for weeks, and it still looks brand new. Highly recommend this to anyone looking for a reliable, well-made product that delivers exactly what it promises.",,1,qwen
gemma_B07S84M2J6_42,Electronics,B07S84M2J6,5.0,This was the easiest remote yet!,"I have gone through several replacement remotes over the years, and this one is by far the best. Usually, I have to spend an hour fiddling with codes or downloading a buggy app just to get the device to sync, but this was the easiest remote yet. It worked almost instantly right out of the box with zero stress. The buttons feel durable, and the signal strength is great even from across the room. If you are looking for a hassle-free replacement that actually works, look no further. I am very happy with this purchase.",,1,gemma
qwen_B00T51FTN8_42,Pet_Supplies,B00T51FTN8,5.0,Best toy EVER,"This is genuinely the best toy I have ever bought for my dog. It is durable, entertaining, and keeps him busy for hours. Highly recommended for any pet owner looking for a reliable and fun plaything.",,1,qwen
gemma_B00JELJHUA_42,Toys_and_Games,B00JELJHUA,4.0,Collage puzzles the best!,These collage puzzles are the best! They are a lot of fun and keep the kids busy for hours. Only giving four stars because shipping took forever.,,1,gemma
